"","Order","Family","Genera","Taxa","iucn_shapefile","molecular_data","iucn_names","Endemic_Revised","depth_upper","depth_lower","main_islands","nwhi","total"
"184","Perciformes","Pomacentridae","Plectroglyphidodon","Plectroglyphidodon_sindonis",0,0,NA,NA,NA,NA,NA,NA,NA
"185","Perciformes","Pomacentridae","Stegastes","Stegastes_nigricans",1,1,NA,NA,NA,NA,NA,NA,NA
"186","Perciformes","Priacanthidae","Heteropriacanthus","Heteropriacanthus_cruentatus",1,1,"Heteropriacanthus cruentatus",0,3,300,0.006164055,0.006312578,0.012476633
"187","Perciformes","Priacanthidae","Priacanthus","Priacanthus_meeki",1,1,"Priacanthus meeki",1,3,275,0.433393632,0.441550122,0.874943754
"188","Perciformes","Scaridae ","Calotomus","Calotomus_carolinus",1,1,"Calotomus carolinus",0,2,30,0.012212818,0.007599576,0.019812393
"189","Perciformes","Scaridae ","Calotomus","Calotomus_zonarchus",1,1,"Calotomus zonarchus",1,12,170,0.465690699,0.47445502,0.940145719
"190","Perciformes","Scaridae ","Chlorurus","Chlorurus_perspicillatus",1,0,"Chlorurus perspicillatus",1,1,71,0.43196999,0.440099686,0.872069676
"191","Perciformes","Scaridae ","Chlorurus","Chlorurus_spilurus",1,1,"Chlorurus spilurus",0,1,30,0.012107165,0.012335023,0.024442188
"192","Perciformes","Scaridae ","Scarus","Scarus_dubius",1,1,"Scarus dubius",1,1,20,0.43196999,0.440099686,0.872069676
"193","Perciformes","Scaridae ","Scarus","Scarus_psittacus",1,1,"Scarus psittacus",0,2,30,0.010554187,0.010752818,0.021307005
"194","Perciformes","Scaridae ","Scarus","Scarus_rubroviolaceus",1,1,"Scarus rubroviolaceus",0,1,36,0.009996672,0.010184811,0.020181483
"195","Perciformes","Serranidae ","Cephalopholis ","Cephalopholis_argus",1,1,NA,NA,NA,NA,NA,NA,NA
"196","Perciformes","Serranidae ","Hyporthodus","Hyporthodus_quernus",1,1,"Hyporthodus quernus",1,20,380,0.455941629,0.460642976,0.916584605
"197","Perciformes","Serranidae ","Pseudanthias","Pseudanthias_bicolor",1,0,"Pseudanthias bicolor",0,5,104,0.021609835,0.022126209,0.043736044
"198","Perciformes","Serranidae ","Pseudanthias","Pseudanthias_thompsoni",1,0,"Pseudanthias thompsoni",1,5,190,0.465690699,0.47445502,0.940145719
"199","Perciformes","Sphyraenidae ","Sphyraena","Sphyraena_barracuda",0,1,NA,NA,NA,NA,NA,NA,NA
"200","Perciformes","Sphyraenidae ","Sphyraena","Sphyraena_helleri",0,1,NA,NA,NA,NA,NA,NA,NA
"201","Perciformes","Zanclidae","Zanclus","Zanclus_cornutus",1,1,"Zanclus cornutus",0,1,180,0.009795616,0.009889437,0.019685054
"202","Pleuronectiformes","Bothidae","Bothus","Bothus_mancus",1,1,"Bothus mancus",0,1,256,0.009658552,0.009751061,0.019409613
"203","Scorpaeniformes","Scorpaenidae","Caracanthus","Caracanthus_typicus",1,0,"Caracanthus typicus",1,0,25,0.465690699,0.47445502,0.940145719
"204","Scorpaeniformes","Scorpaenidae","Dendrochirus","Dendrochirus_barberi",1,0,"Dendrochirus barberi",1,0,134,0.43196999,0.440099686,0.872069676
"205","Scorpaeniformes","Scorpaenidae","Pterois","Pterois_sphex",1,0,"Pterois sphex",1,3,124,0.465690699,0.47445502,0.940145719
"206","Scorpaeniformes","Scorpaenidae","Scorpaenodes","Scorpaenodes_parvipinnis",1,1,"Scorpaenodes parvipinnis",0,1,46,0.011979751,0.001937747,0.013917498
"207","Scorpaeniformes","Scorpaenidae","Scorpaenopsis","Scorpaenopsis_cacopsis",1,0,"Scorpaenopsis cacopsis",1,4,61,0.465690699,0.47445502,0.940145719
"208","Scorpaeniformes","Scorpaenidae","Scorpaenopsis","Scorpaenopsis_diabolus",1,1,"Scorpaenopsis diabolus",0,2,70,0.011504227,0.011720738,0.023224965
"209","Scorpaeniformes","Scorpaenidae","Sebastapistes","Sebastapistes_ballieui",1,0,"Sebastapistes ballieui",1,1,11,0.43196999,0.440099686,0.872069676
"210","Scorpaeniformes","Scorpaenidae","Sebastapistes","Sebastapistes_coniorta",1,0,"Sebastapistes coniorta",1,1,33,0.43196999,0.440099686,0.872069676
"211","Scorpaeniformes","Scorpaenidae","Taenianotus","Taenianotus_triacanthus",1,1,"Taenianotus triacanthus",0,0,135,0.012833972,0.002075919,0.014909891
"212","Sygnathiformes ","Aulostomidae ","Aulostomus","Aulostomus_chinensis",1,1,"Aulostomus chinensis",0,0,200,0.009735088,0.009918303,0.019653391
"213","Sygnathiformes ","Fistulariidae","Fistularia","Fistularia_commersonii",1,1,"Fistularia commersonii",0,0,132,0.008929523,0.009015049,0.017944573
"214","Sygnathiformes ","Syngnathidae ","Doryrhamphus ","Doryrhamphus_excisus_excisus",1,1,NA,NA,NA,NA,NA,NA,NA
"215","Tetraodontiformes","Balistidae ","Balistes","Balistes_polylepis",1,1,NA,NA,NA,NA,NA,NA,NA
"216","Tetraodontiformes","Balistidae ","Melichthys","Melichthys_niger",1,1,"Melichthys niger",0,0,75,0.012289002,0.012406704,0.024695706
"217","Tetraodontiformes","Balistidae ","Melichthys","Melichthys_vidua",0,1,NA,NA,NA,NA,NA,NA,NA
"218","Tetraodontiformes","Balistidae ","Rhinecanthus","Rhinecanthus_aculeatus",0,1,NA,NA,NA,NA,NA,NA,NA
"219","Tetraodontiformes","Balistidae ","Rhinecanthus","Rhinecanthus_rectangulus",0,1,NA,NA,NA,NA,NA,NA,NA
"220","Tetraodontiformes","Balistidae ","Sufflamen","Sufflamen_bursa",0,1,NA,NA,NA,NA,NA,NA,NA
"221","Tetraodontiformes","Balistidae ","Sufflamen","Sufflamen_fraenatum",1,1,"Sufflamen fraenatum",0,13,200,0.010497613,0.008127124,0.018624736
"222","Tetraodontiformes","Balistidae ","Xanthichthys","Xanthichthys_auromarginatus",0,1,NA,NA,NA,NA,NA,NA,NA
"223","Tetraodontiformes","Balistidae ","Xanthichthys","Xanthichthys_mento",1,1,"Xanthichthys mento",0,6,131,0.036566201,0.037304787,0.073870988
"224","Tetraodontiformes","Diodontidae","Diodon","Diodon_holocanthus",1,1,"Diodon holocanthus",0,2,100,0.00654932,0.006616663,0.013165983
"225","Tetraodontiformes","Diodontidae","Diodon","Diodon_hystrix",1,1,"Diodon hystrix",0,2,50,0.00657502,0.006642813,0.013217833
"226","Tetraodontiformes","Monacanthidae","Aluterus","Aluterus_scriptus",1,1,"Aluterus scriptus",0,3,120,0.005940386,0.007472136,0.013412522
"227","Tetraodontiformes","Monacanthidae","Cantherhines","Cantherhines_dumerilii",1,1,"Cantherhines dumerilii",0,6,70,0.011123746,0.011333096,0.022456842
"228","Tetraodontiformes","Monacanthidae","Cantherhines","Cantherhines_sandwichiensis",1,1,"Cantherhines sandwichiensis",0,2,73,0.290595631,0.18082669,0.471422321
"229","Tetraodontiformes","Monacanthidae","Cantherhines","Cantherhines_verecundus",1,1,"Cantherhines verecundus",1,14,92,0.465690699,0.474455021,0.940145719
"230","Tetraodontiformes","Monacanthidae","Pervagor","Pervagor_aspricaudus",1,0,"Pervagor aspricaudus",0,0,25,0.1103248,0.000527,0.110851776
"231","Tetraodontiformes","Monacanthidae","Pervagor","Pervagor_spilosoma",1,0,"Pervagor spilosoma",1,6,138,0.43196999,0.440099686,0.872069676
"232","Tetraodontiformes","Ostraciidae ","Lactoria","Lactoria_fornasini",0,0,NA,NA,NA,NA,NA,NA,NA
"233","Tetraodontiformes","Ostraciidae ","Ostracion","Ostracion_meleagris",0,1,NA,NA,NA,NA,NA,NA,NA
"234","Tetraodontiformes","Ostraciidae ","Ostracion","Ostracion_whitleyi",0,1,NA,NA,NA,NA,NA,NA,NA
"235","Tetraodontiformes","Tetaodontidae ","Arothron","Arothron_hispidus",1,1,"Arothron hispidus",0,1,50,0.008497882,0.008657813,0.017155695
"236","Tetraodontiformes","Tetraodontidae ","Arothron","Arothron_meleagris",1,1,"Arothron meleagris",0,3,24,0.019989182,0.020365172,0.040354355
"237","Tetraodontiformes","Tetraodontidae ","Canthigaster","Canthigaster_amboinensis",1,1,"Canthigaster amboinensis",0,1,10,0.014883544,0.002407441,0.017290985
"238","Tetraodontiformes","Tetraodontidae ","Canthigaster","Canthigaster_coronata",1,1,"Canthigaster coronata",1,6,165,0.457661599,0.462057096,0.919718696
"239","Tetraodontiformes","Tetraodontidae ","Canthigaster","Canthigaster_epilampra",1,0,"Canthigaster epilampra",0,6,90,0.02005442,0.020247036,0.040301456
"240","Tetraodontiformes","Tetraodontidae ","Canthigaster","Canthigaster_jactator",1,1,"Canthigaster jactator",1,1,89,0.43196999,0.440099686,0.872069676
"241","Tetraodontiformes","Tetraodontidae ","Canthigaster","Canthigaster_solandri",1,1,NA,NA,NA,NA,NA,NA,NA
"242","Tetraodontiformes","Tetraodontidae ","Caranx","Caranx_ignobilis",1,1,"Caranx ignobilis",0,10,188,0.00835772,0.00843777,0.01679549
"243","Tetraodontiformes","Tetraodontidae ","Caranx","Caranx_lugubris",1,1,"Caranx lugubris",0,3,380,0.006330244,0.006482793,0.012813037
"244","Tetraodontiformes","Tetraodontidae ","Caranx","Caranx_melampygus",1,1,"Caranx melampygus",0,1,190,0.008364971,0.00844509,0.016810061
"245","Tetraodontiformes","Tetraodontidae ","Caranx","Caranx_sexfasciatus",1,1,"Caranx sexfasciatus",1,0,146,0.008161893,1.28815547,1.296317364
