Order,Family,Genera,iucn_names,Taxa,iucn_shapefile,molecular_data,depth_upper,depth_lower,nwhi,main_islands,total_prange,endemicity,missing_species
Perciformes,Mullidae,Parupeneus,Parupeneus multifasciatus,Parupeneus_multifasciatus,1,1,3,161,NA,NA,NA,NA,1
Perciformes,Mullidae,Parupeneus,Parupeneus pleurostigma,Parupeneus_pleurostigma,1,1,1,120,0.011607147,0.011383737,0.022990884,0,0
Perciformes,Mullidae,Parupeneus,Parupeneus porphyreus,Parupeneus_porphyreus,1,0,2,140,0.518640527,0.481359472,0.999999999,1,1
Tetraodontiformes,Monacanthidae,Pervagor,Pervagor aspricaudus,Pervagor_aspricaudus,1,0,0,25,0.000524186,0.114036822,0.114561008,0,1
Tetraodontiformes,Monacanthidae,Pervagor,Pervagor spilosoma,Pervagor_spilosoma,1,0,6,138,0.481085715,0.446504186,0.927589902,1,1
Perciformes,Blenniidae ,Plagiotremus,Plagiotremus ewaensis,Plagiotremus_ewaensis,1,0,2,55,0.518640526,0.481359473,0.999999999,1,1
Perciformes,Blenniidae ,Plagiotremus,Plagiotremus goslinei,Plagiotremus_goslinei,1,0,1,15,0.142384572,0.857615426,0.999999998,1,1
Perciformes,Priacanthidae,Priacanthus,Priacanthus meeki,Priacanthus_meeki,1,1,3,275,NA,NA,NA,NA,1
Beryciformes,Holocentridae ,Pristilepis,Pristilepis oligolepis,Pristilepis_oligolepis,1,0,9,348,NA,NA,NA,NA,1
Perciformes,Serranidae ,Pseudanthias,Pseudanthias bicolor,Pseudanthias_bicolor,1,0,5,104,0.022531163,0.021637677,0.044168841,0,1
Perciformes,Serranidae ,Pseudanthias,Pseudanthias thompsoni,Pseudanthias_thompsoni,1,0,5,190,NA,NA,NA,NA,1
Perciformes,Labridae,Pseudocheilinus,Pseudocheilinus evanidus,Pseudocheilinus_evanidus,1,1,3,143,0.013737502,0.012750019,0.026487521,0,0
Perciformes,Labridae,Pseudocheilinus,Pseudocheilinus octotaenia,Pseudocheilinus_octotaenia,1,1,2,50,0.016090254,0.01493365,0.031023904,0,0
Perciformes,Labridae,Pseudocheilinus,Pseudocheilinus tetrataenia,Pseudocheilinus_tetrataenia,1,1,6,44,0.041451415,0.051497757,0.092949171,0,0
Perciformes,Labridae,Pseudojuloides,Pseudojuloides cerasinus,Pseudojuloides_cerasinus,1,1,3,61,0.003941576,0.023741031,0.027682607,0,0
Perciformes,Microdesmidae,Ptereleotris,Ptereleotris heteroptera,Ptereleotris_heteroptera,1,1,5,46,0.006857651,0.01424913,0.021106781,0,0
Scorpaeniformes,Scorpaenidae,Pterois,Pterois sphex,Pterois_sphex,1,0,3,124,0.518640526,0.481359473,0.999999999,1,1
Beryciformes,Holocentridae ,Sargocentron,Sargocentron diadema,Sargocentron_diadema,1,1,1,60,0.01237872,0.01148891,0.02386763,0,0
Beryciformes,Holocentridae ,Sargocentron,Sargocentron ensifer,Sargocentron_ensifer,1,0,1,64,0.140698622,0.13799051,0.278689133,0,1
Beryciformes,Holocentridae ,Sargocentron,Sargocentron punctatissimum,Sargocentron_punctatissimum,1,1,1,183,NA,NA,NA,NA,1
Beryciformes,Holocentridae ,Sargocentron,Sargocentron spiniferum,Sargocentron_spiniferum,1,1,1,122,0.012597601,0.011692057,0.024289658,0,0
Beryciformes,Holocentridae ,Sargocentron,Sargocentron tiere,Sargocentron_tiere,1,1,1,183,NA,NA,NA,NA,1
Beryciformes,Holocentridae ,Sargocentron,Sargocentron xantherythrum,Sargocentron_xantherythrum,1,1,1,217,NA,NA,NA,NA,1
Aulopiformes ,Synodontidae,Saurida,Saurida flamma,Saurida_flamma,1,0,5,30,0.001539261,0.33486657,0.336405831,0,1
Aulopiformes ,Synodontidae,Saurida,Saurida gracilis,Saurida_gracilis,1,1,1,12,0.010760827,0.009987314,0.020748141,0,0
Perciformes,Scaridae ,Scarus,Scarus dubius,Scarus_dubius,1,1,1,20,0.481085715,0.446504186,0.927589902,1,0
Perciformes,Scaridae ,Scarus,Scarus psittacus,Scarus_psittacus,1,1,2,30,0.011754217,0.010909297,0.022663513,0,0
Perciformes,Scaridae ,Scarus,Scarus rubroviolaceus,Scarus_rubroviolaceus,1,1,1,36,0.011133311,0.010333024,0.021466335,0,0
Carangiformes,Carangidae ,Scomberoides,Scomberoides lysan,Scomberoides_lysan,1,1,1,100,0.008916671,0.008745047,0.017661718,0,0
Scorpaeniformes,Scorpaenidae,Scorpaenodes,Scorpaenodes parvipinnis,Scorpaenodes_parvipinnis,1,1,1,46,0.002055844,0.012382825,0.014438669,0,0
Scorpaeniformes,Scorpaenidae,Scorpaenopsis,Scorpaenopsis cacopsis,Scorpaenopsis_cacopsis,1,0,4,61,0.518640526,0.481359473,0.999999999,1,1
Scorpaeniformes,Scorpaenidae,Scorpaenopsis,Scorpaenopsis diabolus,Scorpaenopsis_diabolus,1,1,2,70,0.012812278,0.011891302,0.02470358,0,0
Anguilliformes,Muraenidae,Scuticaria ,Scuticaria tigrina,Scuticaria_tigrina,1,1,8,25,0.022330383,0.071729048,0.094059431,0,0
Scorpaeniformes,Scorpaenidae,Sebastapistes,Sebastapistes ballieui,Sebastapistes_ballieui,1,0,1,11,0.481085715,0.446504186,0.927589902,1,1
Scorpaeniformes,Scorpaenidae,Sebastapistes,Sebastapistes coniorta,Sebastapistes_coniorta,1,0,1,33,0.481085715,0.446504186,0.927589902,1,1
Perciformes,Carangidae ,Seriola,Seriola dumerili,Seriola_dumerili,1,1,10,360,NA,NA,NA,NA,1
Perciformes,Labridae,Stethojulis,Stethojulis balteata,Stethojulis_balteata,1,1,2,15,0.481085715,0.446504186,0.927589902,1,0
Tetraodontiformes,Balistidae ,Sufflamen,Sufflamen fraenatum,Sufflamen_fraenatum,1,1,13,200,NA,NA,NA,NA,1
Aulopiformes ,Synodontidae,Synodus,Synodus binotatus,Synodus_binotatus,1,1,1,30,8.83E-05,0.0192097,0.019298,0,0
Aulopiformes ,Synodontidae,Synodus,Synodus dermatogenys,Synodus_dermatogenys,1,1,1,70,0.010669371,0.009902432,0.020571803,0,0
Aulopiformes ,Synodontidae,Synodus,Synodus ulae,Synodus_ulae,1,1,1,121,0.231533009,0.214889892,0.446422901,0,0
Aulopiformes ,Synodontidae,Synodus,Synodus variegatus,Synodus_variegatus,1,1,3,121,0.010846973,0.010067268,0.020914241,0,0
Scorpaeniformes,Scorpaenidae,Taenianotus,Taenianotus triacanthus,Taenianotus_triacanthus,1,1,0,135,0.002202437,0.013265787,0.015468224,0,0
Perciformes,Labridae,Thalassoma,Thalassoma ballieui,Thalassoma_ballieui,1,1,1,60,0.481085715,0.446504186,0.927589902,1,0
Perciformes,Labridae,Thalassoma,Thalassoma duperrey,Thalassoma_duperrey,1,1,1,21,0.481085715,0.446504186,0.927589902,1,0
Perciformes,Labridae,Thalassoma,Thalassoma lutescens,Thalassoma_lutescens,1,1,1,30,0.018468813,0.017141232,0.035610045,0,0
Perciformes,Labridae,Thalassoma,Thalassoma purpureum,Thalassoma_purpureum,1,1,1,20,0.011001069,0.010210287,0.021211356,0,0
Perciformes,Labridae,Thalassoma,Thalassoma quinquevittatum,Thalassoma_quinquevittatum,1,1,1,40,0.012799337,0.011879292,0.024678629,0,0
Perciformes,Labridae,Thalassoma,Thalassoma trilobatum,Thalassoma_trilobatum,1,1,1,10,0.014139614,0.013123226,0.02726284,0,0
Tetraodontiformes,Balistidae ,Xanthichthys,Xanthichthys mento,Xanthichthys_mento,1,1,6,131,0.038002737,0.036613342,0.074616079,0,0
Perciformes,Zanclidae,Zanclus,Zanclus cornutus,Zanclus_cornutus,1,1,1,180,NA,NA,NA,NA,1
Perciformes,Acanthuridae,Zebrasoma,Zebrasoma flavescens,Zebrasoma_flavescens,1,1,1,81,0.08049799,0.07419486,0.15469285,0,0
Perciformes,Acanthuridae,Zebrasoma,Zebrasoma veliferum,Zebrasoma_velifer,1,1,1,30,0.012764217,0.011846696,0.024610913,0,0
